bus_i,kV,cities,county,carb_inten_no_renew,pd,Type,Import,Lat,Lon,carb_emit
6680,66,Rancho Cucamonga,San Bernardino County,1.02079,0.0,'AddedNode',' ',34.09891046,-117.5456552,0.0
6681,66,Calabasas,Los Angeles County,1.09754,0.0,'AddedNode',' ',34.08470884,-118.7060577,0.0
6682,115,Wildomar,Riverside County,1.22769,0.0,'AddedNode',' ',33.584015,-117.2549413,0.0
6683,66,Newport Beach,Orange County,0.85279,0.0,'AddedNode',' ',33.63734654,-117.862592,0.0
6684,230,Los Angeles,Los Angeles County,1.01411,0.0,'AddedNode',' ',33.99977919,-118.3735161,0.0
6685,66,Burbank,Santa Clara County,1.23104,0.0,'AddedNode',' ',34.18829657,-118.3454971,0.0
6686,66,Burbank,Santa Clara County,1.23104,0.0,'AddedNode',' ',34.18827982,-118.3448164,0.0
6687,66,Burbank,Santa Clara County,1.21895,0.0,'AddedNode',' ',34.18512329,-118.3447765,0.0
6688,66,Burbank,Santa Clara County,1.20448,0.0,'AddedNode',' ',34.18485215,-118.3490058,0.0
6689,66,Burbank,Santa Clara County,1.23104,0.0,'AddedNode',' ',34.18542284,-118.3447702,0.0
6690,66,Bishop,Esmeralda County,0.0,0.0,'AddedNode','IMPORT',37.48992201,-117.866118,0.0
6691,66,Bishop,Inyo County,0.15792,0.0,'AddedNode',' ',37.41572706,-118.1902427,0.0
6692,66,Bishop,Inyo County,0.15792,0.0,'AddedNode',' ',37.40095949,-118.3508691,0.0
6693,66,Bishop,Esmeralda County,0.15792,2.08467,'AddedNode',' ',37.48987479,-117.8660549,0.3292110864
6694,66,Bishop,Inyo County,0.15792,0.0,'AddedNode',' ',37.40790588,-117.9803806,0.0
6695,66,Chino,San Bernardino County,1.08697,0.0,'AddedNode',' ',33.96882656,-117.6190787,0.0
6696,66,Arvin,Kern County,0.4885,0.0,'AddedNode',' ',35.19470382,-118.8062387,0.0
6697,115,Ridgecrest,Inyo County,0.15792,0.0,'AddedNode',' ',36.09356821,-117.9512273,0.0
6698,66,Riverside,Riverside County,1.23104,0.0,'AddedNode',' ',33.97308522,-117.3347695,0.0
6699,66,Riverside,Riverside County,1.23104,3.86516,'AddedNode',' ',33.97198,-117.3322006,4.7581665664
6700,66,Riverside,Riverside County,1.23104,0.0,'AddedNode',' ',33.97178833,-117.334781,0.0
6701,66,Riverside,Riverside County,1.23104,0.0,'AddedNode',' ',33.97509981,-117.3719152,0.0
6702,66,Riverside,Riverside County,1.23104,0.0,'AddedNode',' ',33.97498516,-117.3716611,0.0
6703,66,Three Rivers,Tulare County,1.08456,0.0,'AddedNode',' ',36.45656852,-118.8765637,0.0
6704,66,Three Rivers,Tulare County,1.08456,2.0786,'AddedNode',' ',36.4616516,-118.8798725,2.254366416
6705,66,Long Beach,Los Angeles County,1.23104,0.0,'AddedNode',' ',33.78160006,-118.1032894,0.0
6706,66,Long Beach,Los Angeles County,1.23104,0.0,'AddedNode',' ',33.78408324,-118.1078395,0.0
6707,66,Long Beach,Los Angeles County,1.23104,0.0,'AddedNode',' ',33.78163652,-118.1078575,0.0
6708,66,Long Beach,Los Angeles County,1.23104,1.67151,'AddedNode',' ',33.78171427,-118.1123902,2.0576956704
6709,230,Chino Hills,San Bernardino County,1.03835,2.67769,'AddedNode',' ',33.96417714,-117.6953899,2.7803794115000002
6710,66,Long Beach,Los Angeles County,1.30446,0.0,'AddedNode',' ',33.8126659,-118.2326713,0.0
6711,66,Long Beach,Los Angeles County,1.30446,0.53562,'AddedNode',' ',33.8167911,-118.2306758,0.6986948651999999
6712,66,Riverside,Riverside County,1.23104,0.0,'AddedNode',' ',33.85799892,-117.4527237,0.0
6713,66,Riverside,Riverside County,1.23104,6.55333,'AddedNode',' ',33.8569861,-117.4524125,8.0674113632
6714,66,Corona,Riverside County,1.23104,0.0,'AddedNode',' ',33.83226514,-117.4970698,0.0
6715,66,Corona,Riverside County,1.23104,0.0,'AddedNode',' ',33.84475534,-117.536306,0.0
6716,66,Claremont,San Bernardino County,1.02079,2.90468,'AddedNode',' ',34.12859174,-117.6921504,2.9650682972
6717,66,Huntington Beach,Orange County,0.81018,0.69608,'AddedNode',' ',33.63949783,-117.9561544,0.5639500944
6718,66,Oxnard,Ventura County,1.09754,0.0,'AddedNode',' ',34.20740118,-119.2473092,0.0
6719,66,Fontana,San Bernardino County,1.23104,0.0,'AddedNode',' ',34.07771757,-117.4297718,0.0
6720,66,Fontana,San Bernardino County,1.23104,0.68515,'AddedNode',' ',34.07355624,-117.4293039,0.843447056
6721,115,Perris,Riverside County,1.23104,0.0,'AddedNode',' ',33.83055704,-117.1562261,0.0
6722,115,Perris,Riverside County,1.23104,0.0,'AddedNode',' ',33.82689074,-117.1562161,0.0
6723,66,Buena Park,Orange County,0.93518,0.0,'AddedNode',' ',33.85898399,-117.9764269,0.0
6724,66,Anaheim,Orange County,1.02594,0.0,'AddedNode',' ',33.83589462,-117.9761408,0.0
6725,66,Anaheim,Orange County,0.77432,0.0,'AddedNode',' ',33.83943756,-117.980448,0.0
6726,66,Anaheim,Orange County,0.77432,0.0,'AddedNode',' ',33.83962526,-117.9676052,0.0
6727,66,Placentia,Orange County,1.03835,0.0,'AddedNode',' ',33.88004304,-117.8315872,0.0
6728,500,Desert Center,Riverside County,0.0,0.0,'AddedNode',' ',33.58107225,-114.8054995,0.0
6729,500,Desert Center,Riverside County,0.0,0.0,'AddedNode',' ',33.58738215,-114.8246284,0.0
6730,500,Menifee,Riverside County,0.45198,0.7484,'AddedNode',' ',33.74018375,-117.1558754,0.338261832
6731,66,Anaheim,Orange County,1.03835,0.0,'AddedNode',' ',33.86428998,-117.7754623,0.0
6732,66,Anaheim,Orange County,1.03835,0.0,'AddedNode',' ',33.85944211,-117.7982428,0.0
6733,66,Anaheim,Orange County,1.03835,0.0,'AddedNode',' ',33.85707652,-117.7982795,0.0
6734,66,Maywood,Los Angeles County,0.4885,0.0,'AddedNode',' ',33.99143504,-118.1981907,0.0
6735,66,Los Angeles,Los Angeles County,0.52141,0.0,'AddedNode',' ',33.98924763,-118.2046423,0.0
6736,66,Huntington Park,Los Angeles County,1.23104,0.0,'AddedNode',' ',33.98929454,-118.2194455,0.0
6737,66,Los Angeles,Los Angeles County,1.23104,3.55404,'AddedNode',' ',33.99612089,-118.2265375,4.3751654015999994
6738,66,Los Angeles,Los Angeles County,1.05143,0.0,'AddedNode',' ',34.007766,-118.2045461,0.0
6739,66,Los Angeles,Los Angeles County,1.03586,0.0,'AddedNode',' ',33.98399991,-118.2083588,0.0
6740,66,Huntington Park,Los Angeles County,1.05542,0.0,'AddedNode',' ',33.98319376,-118.205658,0.0
6741,66,Corona,Riverside County,1.23104,4.18494,'AddedNode',' ',33.88291249,-117.55578,5.1518285376
6742,66,Big Bear City,San Bernardino County,0.94216,0.0,'AddedNode',' ',34.29415753,-116.8228536,0.0
6743,66,Mentone,San Bernardino County,1.23104,0.0,'AddedNode',' ',34.14630149,-117.0608503,0.0
6744,66,Mentone,San Bernardino County,1.23104,1.09021,'AddedNode',' ',34.15144605,-117.0539273,1.3420921183999999
6745,66,Big Bear City,San Bernardino County,0.94216,0.0,'AddedNode',' ',34.30409945,-116.822117,0.0
6746,66,Big Bear City,San Bernardino County,0.94216,0.0,'AddedNode',' ',34.3394448,-116.8406052,0.0
6747,66,Running Springs,San Bernardino County,1.23104,0.0,'AddedNode',' ',34.20805789,-117.1036377,0.0
6748,66,Mentone,San Bernardino County,1.23104,0.0,'AddedNode',' ',34.1023554,-116.9959005,0.0
6749,66,Idyllwild,Riverside County,1.11698,0.0,'AddedNode',' ',33.70564985,-116.7317373,0.0
6750,230,Caliente,Kern County,0.4885,0.74694,'AddedNode',' ',35.32886742,-118.1761358,0.36488019
6751,500,Perris,Riverside County,1.03835,0.0,'AddedNode',' ',33.74648798,-117.3966445,0.0
6752,500,Perris,Riverside County,1.03835,0.0,'AddedNode',' ',33.74386859,-117.3935412,0.0
6753,230,Desert Center,Riverside County,1.23104,5.21179,'AddedNode',' ',33.65294629,-114.9733365,6.4159219616
6754,115,Cabazon,Riverside County,0.54632,0.0,'AddedNode',' ',33.91794362,-116.7353188,0.0
6755,115,North Palm Springs,Riverside County,0.45198,0.0,'AddedNode',' ',33.90278348,-116.5540245,0.0
6756,230,Thousand Palms,Riverside County,0.16395,0.0,'AddedNode',' ',33.83089782,-116.3711047,0.0
6757,500,Rosamond,Kern County,0.52054,1.06113,'AddedNode',' ',34.84869803,-118.4352429,0.5523606101999999
6758,500,Rosamond,Kern County,0.52054,0.0,'AddedNode',' ',34.84866571,-118.4352654,0.0
6759,500,Acton,Los Angeles County,0.4885,0.0,'AddedNode',' ',34.48249659,-118.1224299,0.0
6760,500,Duarte,Los Angeles County,0.4885,0.0,'AddedNode',' ',34.15878374,-117.9440385,0.0
6761,230,Tonopah,Maricopa County,0.0,0.0,'AddedNode','IMPORT',33.48088116,-113.0342786,0.0
6762,115,Twentynine Palms,San Bernardino County,0.67775,0.41605,'AddedNode',' ',34.18630778,-116.091726,0.28197788749999997
6763,115,Twentynine Palms,San Bernardino County,0.67775,0.0,'AddedNode',' ',34.14981677,-116.1068536,0.0
6764,66,Industry,Los Angeles County,0.91396,3.17143,'AddedNode',' ',34.02248628,-117.8348404,2.8985601628
6765,66,Walnut,Los Angeles County,0.91396,0.0,'AddedNode',' ',34.02352239,-117.8376558,0.0
6766,66,Walnut,Los Angeles County,0.88554,0.0,'AddedNode',' ',34.00947763,-117.8583322,0.0
6767,66,Walnut,Los Angeles County,0.90021,0.0,'AddedNode',' ',34.00657887,-117.855708,0.0
6768,66,Walnut,Los Angeles County,0.93127,0.0,'AddedNode',' ',34.01083673,-117.8452402,0.0
6769,66,Walnut,Los Angeles County,0.93127,0.0,'AddedNode',' ',34.00586829,-117.8553513,0.0
6770,66,Diamond Bar,Los Angeles County,0.93127,0.0,'AddedNode',' ',34.00586234,-117.8213611,0.0
6771,66,Diamond Bar,Los Angeles County,0.93127,0.0,'AddedNode',' ',34.00285446,-117.8103203,0.0
6772,66,Diamond Bar,Los Angeles County,0.93127,0.0,'AddedNode',' ',34.0028189,-117.8102476,0.0
6773,66,Diamond Bar,Los Angeles County,0.93127,0.0,'AddedNode',' ',34.00584596,-117.8208965,0.0
6774,230,,Municipio de Mexicali,0.0,0.0,'AddedNode','IMPORT',32.64848298,-115.6806936,0.0
6775,500,Yuma,Yuma County,0.0,0.0,'AddedNode','IMPORT',32.78125799,-114.383924,0.0
6776,230,Foothill Ranch,Orange County,1.01141,0.0,'AddedNode',' ',33.66504119,-117.6395476,0.0
6777,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.49861262,-117.6246798,0.0
6778,230,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',32.57470437,-116.9098945,0.0
6779,230,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',32.57434415,-116.9096777,0.0
6780,230,Tijuana,Municipio de Tijuana,0.0,0.0,'AddedNode','IMPORT',32.51673144,-116.8835448,0.0
6781,115,Chula Vista,San Diego County,0.54919,0.0,'AddedNode',' ',32.60990935,-117.0932238,0.0
6782,230,San Diego,San Diego County,0.54919,0.0,'AddedNode',' ',32.69557699,-117.1430377,0.0
6783,230,San Diego,San Diego County,0.54919,0.0,'AddedNode',' ',32.87716342,-117.0169791,0.0
6784,230,Lakeside,San Diego County,0.54919,0.0,'AddedNode',' ',32.86168387,-116.8933096,0.0
6785,230,San Diego,San Diego County,0.54919,0.0,'AddedNode',' ',32.87543069,-117.0191011,0.0
6786,66,San Diego,San Diego County,0.54919,0.0,'AddedNode',' ',32.81506291,-117.0876325,0.0
6787,115,San Diego,San Diego County,0.54919,0.0,'AddedNode',' ',32.85478343,-117.0129546,0.0
6788,230,San Marcos,San Diego County,1.23104,0.0,'AddedNode',' ',33.09510086,-117.2080723,0.0
6789,230,San Marcos,San Diego County,1.23104,0.0,'AddedNode',' ',33.09393244,-117.2064795,0.0
6790,230,San Diego,San Diego County,0.70363,0.0,'AddedNode',' ',32.84126993,-117.1699467,0.0
6791,230,Carlsbad,San Diego County,1.20601,0.0,'AddedNode',' ',33.13259048,-117.3066482,0.0
6792,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.12242117,-117.2883689,0.0
6793,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.12224019,-117.2880019,0.0
6794,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.10125464,-117.2519147,0.0
6795,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.10033637,-117.2499287,0.0
6796,230,San Marcos,San Diego County,1.23104,0.0,'AddedNode',' ',33.09507474,-117.2062899,0.0
6797,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13518161,-117.3133829,0.0
6798,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13551262,-117.3137677,0.0
6799,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13519328,-117.3135706,0.0
6800,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13498044,-117.3101497,0.0
6801,230,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',32.95850929,-117.221199,0.0
6802,115,Carlsbad,San Diego County,1.13776,3.31268,'AddedNode',' ',33.13404712,-117.3093683,3.7690347968
6803,115,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13745901,-117.3338745,0.0
6804,115,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13727587,-117.3311796,0.0
6805,115,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13592156,-117.3101687,0.0
6806,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13559336,-117.3100455,0.0
6807,230,Oceanside,San Diego County,1.01141,0.0,'AddedNode',' ',33.22579034,-117.3405502,0.0
6808,230,Oceanside,San Diego County,1.01141,0.0,'AddedNode',' ',33.21610706,-117.3363476,0.0
6809,230,Oceanside,San Diego County,1.01141,0.0,'AddedNode',' ',33.2234457,-117.3400216,0.0
6810,230,Oceanside,San Diego County,1.01141,0.0,'AddedNode',' ',33.21562938,-117.336661,0.0
6811,230,Chula Vista,San Diego County,0.54919,0.0,'AddedNode',' ',32.62033847,-117.0946163,0.0
6812,115,San Diego,San Diego County,0.70363,0.0,'AddedNode',' ',32.91577044,-117.2191842,0.0
6813,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.1354582,-117.3077218,0.0
6814,115,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13751948,-117.3096996,0.0
6815,115,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.1383832,-117.3103798,0.0
6816,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13526462,-117.309923,0.0
6817,230,Carlsbad,San Diego County,1.23104,0.0,'AddedNode',' ',33.13534632,-117.3099952,0.0
6818,230,Foothill Ranch,Orange County,1.01141,0.0,'AddedNode',' ',33.66559231,-117.6402653,0.0
6819,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.48544325,-117.6122385,0.0
6820,115,San Clemente,San Diego County,1.01141,0.0,'AddedNode',' ',33.37401501,-117.548159,0.0
6821,230,Lakeside,San Diego County,0.54919,0.0,'AddedNode',' ',32.86057677,-116.8968493,0.0
6822,66,Spring Valley,San Diego County,0.54919,7.54362,'AddedNode',' ',32.74404245,-116.9572569,4.142880667799999
6823,66,Chula Vista,San Diego County,0.54919,0.0,'AddedNode',' ',32.64804682,-117.0052408,0.0
6824,66,Bonita,San Diego County,0.54919,0.0,'AddedNode',' ',32.6767968,-116.9769822,0.0
6825,66,Bonita,San Diego County,0.54919,0.0,'AddedNode',' ',32.67813138,-116.9775534,0.0
6826,66,Bonita,San Diego County,0.54919,0.0,'AddedNode',' ',32.67709185,-116.9752576,0.0
6827,230,Chula Vista,San Diego County,0.54919,0.0,'AddedNode',' ',32.66770668,-116.9853745,0.0
6828,230,Chula Vista,San Diego County,0.54919,0.0,'AddedNode',' ',32.66491677,-116.988174,0.0
6829,230,Chula Vista,San Diego County,0.54919,0.0,'AddedNode',' ',32.63720519,-117.0157201,0.0
6830,230,Chula Vista,San Diego County,0.54919,0.0,'AddedNode',' ',32.63755674,-117.0153621,0.0
6831,230,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.11253262,-117.1186518,0.0
6832,230,San Marcos,San Diego County,1.23104,0.0,'AddedNode',' ',33.09491059,-117.2074522,0.0
6833,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.49203035,-117.6150998,0.0
6834,66,Borrego Springs,San Diego County,0.15803,0.0,'AddedNode',' ',33.1364284,-116.2960145,0.0
6835,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.51195864,-117.667949,0.0
6836,115,Ladera Ranch,Orange County,1.20384,0.0,'AddedNode',' ',33.52753573,-117.603425,0.0
6837,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.49620875,-117.6169057,0.0
6838,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.51408044,-117.6688313,0.0
6839,115,Laguna Niguel,Orange County,1.01141,0.0,'AddedNode',' ',33.50794192,-117.6938907,0.0
6840,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.5111179,-117.6722523,0.0
6841,115,Laguna Niguel,Orange County,1.01141,0.0,'AddedNode',' ',33.50697182,-117.6960312,0.0
6842,115,Laguna Niguel,Orange County,1.01141,0.0,'AddedNode',' ',33.50708445,-117.6960502,0.0
6843,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.51051873,-117.6730512,0.0
6844,115,San Juan Capistrano,Orange County,1.01141,0.0,'AddedNode',' ',33.51179327,-117.6678775,0.0
6845,66,San Clemente,Orange County,1.20384,0.0,'AddedNode',' ',33.45441364,-117.5778453,0.0
6846,66,Camp Pendleton,San Diego County,1.06855,0.0,'AddedNode',' ',33.33455153,-117.4928324,0.0
6847,66,Camp Pendleton,San Diego County,1.16929,0.0,'AddedNode',' ',33.31265787,-117.4671621,0.0
6848,66,Camp Pendleton South,San Diego County,1.20601,0.0,'AddedNode',' ',33.21281909,-117.3831946,0.0
6849,66,Oceanside,San Diego County,1.20601,0.0,'AddedNode',' ',33.20251893,-117.3843954,0.0
6850,66,Camp Pendleton South,San Diego County,1.20601,0.0,'AddedNode',' ',33.22935221,-117.3617968,0.0
6851,66,Oceanside,San Diego County,1.20601,0.0,'AddedNode',' ',33.24379091,-117.3464908,0.0
6852,66,Oceanside,San Diego County,1.20601,0.0,'AddedNode',' ',33.24047104,-117.3473976,0.0
6853,66,Oceanside,San Diego County,1.20601,0.0,'AddedNode',' ',33.24064879,-117.3471663,0.0
6854,66,Camp Pendleton,San Diego County,1.20601,0.0,'AddedNode',' ',33.32939842,-117.2673492,0.0
6855,66,Camp Pendleton,San Diego County,1.20601,0.0,'AddedNode',' ',33.32943339,-117.2536239,0.0
6856,66,Fallbrook,San Diego County,1.12862,0.0,'AddedNode',' ',33.38194031,-117.2364308,0.0
6857,66,Fallbrook,San Diego County,1.04097,0.0,'AddedNode',' ',33.32933583,-117.2351589,0.0
6858,66,Oceanside,San Diego County,1.15723,0.0,'AddedNode',' ',33.2524552,-117.3000082,0.0
6859,66,Oceanside,San Diego County,1.20601,0.0,'AddedNode',' ',33.21187263,-117.2968421,0.0
6860,66,Oceanside,San Diego County,1.22678,0.0,'AddedNode',' ',33.1749636,-117.2795398,0.0
6861,66,Vista,San Diego County,1.21955,0.0,'AddedNode',' ',33.20553072,-117.2539097,0.0
6862,66,Vista,San Diego County,1.23104,0.0,'AddedNode',' ',33.14222027,-117.2380779,0.0
6863,66,Valley Center,San Diego County,1.23104,0.0,'AddedNode',' ',33.25234921,-117.0854034,0.0
6864,66,San Marcos,San Diego County,1.23104,0.0,'AddedNode',' ',33.13058776,-117.1138739,0.0
6865,66,Valley Center,San Diego County,1.23104,0.0,'AddedNode',' ',33.25323339,-117.0853804,0.0
6866,66,Pala,San Diego County,1.03833,0.0,'AddedNode',' ',33.34498224,-117.1221786,0.0
6867,66,Valley Center,San Diego County,0.15803,0.0,'AddedNode',' ',33.22799339,-117.0198991,0.0
6868,66,Escondido,San Diego County,1.06061,0.0,'AddedNode',' ',33.13893377,-117.0726107,0.0
6869,66,Valley Center,San Diego County,1.03833,0.0,'AddedNode',' ',33.25621589,-117.085473,0.0
6870,66,Valley Center,San Diego County,0.15803,0.0,'AddedNode',' ',33.28589237,-116.9581043,0.0
6871,66,Santa Ysabel,San Diego County,0.15803,0.0,'AddedNode',' ',33.1972978,-116.7130117,0.0
6872,66,Jamul,San Diego County,0.15803,0.0,'AddedNode',' ',32.65372726,-116.6796403,0.0
6873,66,Jamul,San Diego County,0.15803,0.0,'AddedNode',' ',32.6677923,-116.6987376,0.0
6874,66,Alpine,San Diego County,0.15803,0.0,'AddedNode',' ',32.7696584,-116.6973538,0.0
6875,66,Campo,San Diego County,0.15803,0.0,'AddedNode',' ',32.71414281,-116.473686,0.0
6876,66,Pine Valley,San Diego County,0.15803,0.0,'AddedNode',' ',32.79754771,-116.49879,0.0
6877,66,Alpine,San Diego County,0.25575,0.0,'AddedNode',' ',32.79654447,-116.7922243,0.0
6878,66,Lakeside,San Diego County,0.73645,0.0,'AddedNode',' ',32.85988299,-116.8962544,0.0
6879,66,Alpine,San Diego County,0.73645,0.0,'AddedNode',' ',32.82926399,-116.7894986,0.0
6880,66,Alpine,San Diego County,0.73645,0.0,'AddedNode',' ',32.82750293,-116.7895585,0.0
6881,66,Alpine,San Diego County,0.73645,0.0,'AddedNode',' ',32.8260342,-116.7892676,0.0
6882,66,Descanso,San Diego County,0.15803,0.0,'AddedNode',' ',32.85669785,-116.5943553,0.0
6883,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.1275922,-117.1157015,0.0
6884,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.12063338,-117.0970513,0.0
6885,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.08008651,-117.1202153,0.0
6886,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.11717258,-117.1114094,0.0
6887,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.11701283,-117.0905116,0.0
6888,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.11681053,-117.0909209,0.0
6889,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.11396559,-117.0868858,0.0
6890,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.09542687,-117.0591074,0.0
6891,66,Poway,San Diego County,1.23104,0.0,'AddedNode',' ',33.02215912,-117.0324629,0.0
6892,66,Poway,San Diego County,1.21126,0.0,'AddedNode',' ',32.98184831,-117.0319559,0.0
6893,66,Poway,San Diego County,1.1863,0.0,'AddedNode',' ',32.98185331,-117.0321464,0.0
6894,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.06012687,-117.122763,0.0
6895,66,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',33.04067278,-117.152466,0.0
6896,66,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',33.02201614,-117.1347914,0.0
6897,66,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',33.02137951,-117.0968395,0.0
6898,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.09326809,-117.0723338,0.0
6899,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.10291502,-117.118827,0.0
6900,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.09844697,-117.0749697,0.0
6901,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.11592282,-117.0889373,0.0
6902,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.09760153,-117.0707484,0.0
6903,66,Escondido,San Diego County,1.23104,0.0,'AddedNode',' ',33.0944054,-117.0720905,0.0
6904,66,Solana Beach,San Diego County,1.22022,0.0,'AddedNode',' ',32.98186562,-117.2560188,0.0
6905,66,Encinitas,San Diego County,1.21484,0.0,'AddedNode',' ',33.05070357,-117.2725079,0.0
6906,66,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',32.88497797,-117.2005916,0.0
6907,66,San Diego,San Diego County,1.21039,0.0,'AddedNode',' ',32.97314805,-117.2315906,0.0
6908,66,San Diego,San Diego County,1.19918,0.0,'AddedNode',' ',32.96820951,-117.2387678,0.0
6909,66,San Diego,San Diego County,1.21039,0.0,'AddedNode',' ',32.95899118,-117.2215224,0.0
6910,66,San Diego,San Diego County,1.15953,0.0,'AddedNode',' ',32.89708562,-117.207862,0.0
6911,66,San Diego,San Diego County,1.15953,0.0,'AddedNode',' ',32.89875524,-117.2102222,0.0
6912,66,San Diego,San Diego County,1.1954,0.0,'AddedNode',' ',32.87971059,-117.2132841,0.0
6913,66,San Diego,San Diego County,1.23104,0.0,'AddedNode',' ',32.8913325,-117.2044013,0.0
6914,66,San Diego,San Diego County,0.95419,0.0,'AddedNode',' ',32.90789254,-117.2145473,0.0
6915,66,San Diego,San Diego County,1.01948,0.0,'AddedNode',' ',32.901569,-117.226712,0.0
6916,66,San Diego,San Diego County,0.95419,0.0,'AddedNode',' ',32.90171412,-117.2267548,0.0
6917,66,San Diego,San Diego County,0.95419,0.0,'AddedNode',' ',32.89875918,-117.2383231,0.0
6918,66,San Diego,San Diego County,1.01345,0.0,'AddedNode',' ',32.90062392,-117.2300123,0.0
6919,66,San Diego,San Diego County,0.95419,0.0,'AddedNode',' ',32.90682744,-117.2241709,0.0
6920,66,San Diego,San Diego County,1.20601,0.0,'AddedNode',' ',32.89206494,-117.1690813,0.0
6921,66,San Diego,San Diego County,0.99568,0.0,'AddedNode',' ',32.89561237,-117.1566844,0.0
6922,66,San Diego,San Diego County,0.89873,0.0,'AddedNode',' ',32.88531909,-117.20006,0.0
6923,66,San Diego,San Diego County,0.95419,0.0,'AddedNode',' ',32.91656972,-117.2193577,0.0
6924,66,San Diego,San Diego County,0.89873,0.0,'AddedNode',' ',32.87923497,-117.1963268,0.0
6925,66,San Diego,San Diego County,1.19799,0.0,'AddedNode',' ',32.86501839,-117.1884056,0.0
6926,66,San Diego,San Diego County,0.89873,0.0,'AddedNode',' ',32.86438034,-117.1880109,0.0
6927,66,San Diego,San Diego County,0.75262,0.0,'AddedNode',' ',32.83454932,-117.167493,0.0
6928,66,San Diego,San Diego County,0.79439,0.0,'AddedNode',' ',32.82595297,-117.184864,0.0
6929,66,San Diego,San Diego County,0.79439,0.0,'AddedNode',' ',32.83489728,-117.1841734,0.0
6930,66,San Diego,San Diego County,0.75262,0.0,'AddedNode',' ',32.82912062,-117.1570952,0.0
6931,66,San Diego,San Diego County,0.75262,0.0,'AddedNode',' ',32.82914744,-117.1433095,0.0
6932,66,San Diego,San Diego County,0.75262,1.23548,'AddedNode',' ',32.81951832,-117.1405168,0.9298469575999999
6933,66,San Diego,San Diego County,0.67697,0.0,'AddedNode',' ',32.82914445,-117.1381993,0.0
6934,66,La Jolla,San Diego County,1.01496,0.0,'AddedNode',' ',32.83642642,-117.2755627,0.0
6935,230,San Diego,San Diego County,0.89873,0.0,'AddedNode',' ',32.88950159,-117.169262,0.0
6936,66,San Diego,San Diego County,0.89873,0.0,'AddedNode',' ',32.88943496,-117.1726171,0.0
6937,66,San Diego,San Diego County,0.54919,0.0,'AddedNode',' ',32.84740273,-117.0476086,0.0
6938,66,San Diego,San Diego County,1.13202,0.0,'AddedNode',' ',32.91035709,-117.1133133,0.0
6939,66,San Diego,San Diego County,0.70363,6.24996,'AddedNode',' ',32.75918565,-117.1992118,4.3976593548
